Country,Region,Facility_Name,Renamed_Facility_Type,Facility_Owner,Latitude,Longitude,Location_Source
Chad,Mandoul,Bouna Hopital de District,District Hospital,Government,8.4833,17.4167,Other
Chad,Mandoul,Moissala Hopital de District,District Hospital,Government,8.1134,17.5082,Other
Chad,Mandoul,Bedjondo Hopital de District,District Hospital,Government,8.6276,17.1725,Other
Chad,Mandoul,Goundi Hopital de District,District Hospital,Government,9.3333,17.3639,Other
Chad,Mandoul,Koumra Msp Hopital de District,District Hospital,Government,8.9126,17.5539,Geonames
Chad,Mayo-Kebbi Est,Gounou-Gaya Hopital de District,District Hospital,Government,9.6311,15.5136,google earth
Chad,Mayo-Kebbi Est,Bongor Hopital de District,District Hospital,Government,10.3128,15.375,Other
Chad,Mayo-Kebbi Est,Koyom Hopital de District,District Hospital,Government,9.8184,15.8385,Other
Chad,Mayo-Kebbi Est,Guelendeng Hopital de District,District Hospital,Government,10.9222,15.5417,Other
Chad,Mayo-Kebbi Est,Fianga Hopital de District,District Hospital,Government,9.9094,15.1478,Other
Chad,Mayo-Kebbi Ouest,Lere Hopital de District,District Hospital,Government,9.6602,14.2221,Other
Chad,Mayo-Kebbi Ouest,Pala Hopital de District,District Hospital,Government,9.3425,14.9164,Other
Chad,Moyen-Chari,Sarh Hopital de District,District Hospital,Government,9.1447,18.3768,Other
Chad,Moyen-Chari,Danamadji Hopital de District,District Hospital,Government,8.75,18.55,Other
Chad,Moyen-Chari,Kyabe Hopital de District,District Hospital,Government,9.4407,18.9638,Other
Chad,N'Djamena,La Paix Hopital de District,District Hospital,Government,12.1202,15.0243,Google Earth
Chad,N'Djamena,N'Djamena CHU Hopital de District,District Hospital,Government,12.1051,15.0466,Other
Chad,N'Djamena,N'Djamena Gozator Hopital de District,District Hospital,Government,12.1131,15.0492,Other
Chad,N'Djamena,Sultan Kasser Hopital de District,District Hospital,Government,12.1261,15.0094,Google Earth
Chad,N'Djamena,Union Hopital de District,District Hospital,Government,12.1053,15.0445,Other
Chad,Ouaddan,Abdi Hopital de District,District Hospital,Government,12.8066,21.2951,Other
Chad,Ouaddan,Adre Hopital de District,District Hospital,Government,13.4525,22.1261,Other
Chad,Ouaddan,Abeche Hopital de District,District Hospital,Government,13.833,20.8348,Google Earth
Chad,Salamat,Aboudeia Hopital de District,District Hospital,Government,11.2562,19.9656,Google Earth
Chad,Salamat,Am-Timan Hopital de District,District Hospital,Government,11.0401,20.2836,Google Earth
Chad,Salamat,Haraze Mangue Hopital de District,District Hospital,Government,9.9167,20.8,Other
Chad,Sila,Am-Dam Hopital de District,District Hospital,Government,12.7667,20.4833,Geonames
Chad,Sila,Goz-Beida Hopital de District,District Hospital,Government,12.226,21.3811,Other
Chad,Tandjile,Bere Hopital de District,District Hospital,Government,9.3333,16.15,Other
Chad,Tandjile,Donomanga Hopital de District,District Hospital,Government,9.2167,16.9167,Other
Chad,Tandjile,Lai Hopital de District,District Hospital,Government,9.3705,16.3237,Other
Chad,Tandjile,Kelo Hopital de District,District Hospital,Government,9.4167,15.8333,Other
Chad,Tibesti,Bardai Hopital de District,District Hospital,Government,21.3606,17.0368,Other
Chad,Wadi Fira,Biltine Hopital de District,District Hospital,Government,14.4852,20.9768,Other
Chad,Wadi Fira,Guereda Hopital de District,District Hospital,Government,14.5127,22.09,Other
Chad,Wadi Fira,Iriba Hopital de District,District Hospital,Government,15.1276,22.2427,Other
Equatorial Guinea,Continental,Akurenam District Hospital,District Hospital,Government,1.0429,10.6664,Combination
Equatorial Guinea,Continental,Niefang District Hospital,District Hospital,Government,1.8638,10.2646,Combination
Equatorial Guinea,Continental,Mikomeseng District Hospital,District Hospital,Government,2.1371,10.6236,Combination
Equatorial Guinea,Continental,Nsoc Nsomo District Hospital,District Hospital,Government,1.9469,11.0512,Combination
Equatorial Guinea,Continental,Cogo District Hospital,District Hospital,Government,1.0883,9.7093,Combination
Equatorial Guinea,Continental,Mbini District Hospital,District Hospital,Government,1.5767,9.6151,Combination
Equatorial Guinea,Continental,Aconibe District Hospital,District Hospital,Government,1.2931,10.9227,Combination
Equatorial Guinea,Continental,Anisok District Hospital,District Hospital,Government,1.8586,10.7667,Combination
Equatorial Guinea,Continental,Nsork District Hospital,District Hospital,Government,1.1303,11.2637,Combination
Equatorial Guinea,Malabo Island,Baney District Hospital,District Hospital,Government,3.7054,8.9045,Combination
Equatorial Guinea,Malabo Island,Riaba District Hospital,District Hospital,Government,3.3917,8.7652,Combination
Ghana,Ashanti,New Edubiase District Hospital,District Hospital,Government,6.0546,-1.3928,GPS
Ghana,Ashanti,Methodist Faith Healing District Hospital,District Hospital,FBO,6.8482,-1.5493,GPS
Ghana,Ashanti,Tepa District Hospital,District Hospital,Government,6.9997,-2.161,GPS
Ghana,Ashanti,Konongo-Odumasi Government District Hospital,District Hospital,Government,6.6244,-1.2179,GPS
Ghana,Ashanti,Juaso District Hospital,District Hospital,Government,6.5922,-1.1211,GPS
Ghana,Ashanti,Nyinahin Government District Hospital,District Hospital,Government,6.6012,-2.11,GPS
Ghana,Ashanti,Bekwai Government District Hospital,District Hospital,Government,6.4561,-1.5786,GPS
Ghana,Ashanti,Kuntenase Government District Hospital,District Hospital,Government,6.5375,-1.4745,GPS
Ghana,Ashanti,Juaben Government District Hospital,District Hospital,Government,6.816,-1.4139,GPS
Ghana,Ashanti,Ejura District Hospital,District Hospital,Government,7.3891,-1.352,GPS
Ghana,Ashanti,Asonomaso Government District Hospital,District Hospital,Government,6.8016,-1.5137,GPS
Ghana,Ashanti,Mampong District Hospital,District Hospital,Government,7.0456,-1.4022,GPS
Ghana,Ashanti,Nkenkasu District Hospital,District Hospital,Government,7.3196,-1.9029,GPS
Ghana,Ashanti,Effiduase District Hospital,District Hospital,Government,6.8474,-1.3937,GPS
Ghana,Brong Ahafo,Goaso District Hospital,District Hospital,Government,6.8062,-2.5219,Combination
Ghana,Brong Ahafo,Atebubu Government District Hospital,District Hospital,Government,7.7481,-0.982,GPS
Ghana,Brong Ahafo,Dormaa Presby District Hospital,District Hospital,Government,7.2754,-2.868,GPS
Ghana,Brong Ahafo,Sampa District Hospital,District Hospital,Government,7.9509,-2.695,GPS
Ghana,Brong Ahafo,Kintampo District Hospital,District Hospital,Government,8.051,-1.7312,GPS
Ghana,Brong Ahafo,Sene District Hospital,District Hospital,Government,7.7312,-0.6859,GPS
Ghana,Brong Ahafo,Bechem Government District Hospital,District Hospital,Government,7.0883,-2.0295,GPS
Ghana,Central,Abura Dunkwa District Hospital,District Hospital,Government,5.3449,-1.1711,GPS
Ghana,Central,Agona Swedru Govermnt District Hospital,District Hospital,Government,5.5353,-0.6926,GPS
Ghana,Central,Ajumako District Hospital,District Hospital,Government,5.4237,-0.9548,GPS
Ghana,Central,St Francis Xavier District Hospital,District Hospital,FBO,5.6996,-1.2814,GPS
Ghana,Central,Winneba Government District Hospital,District Hospital,Government,5.3437,-0.6229,GPS
Ghana,Central,Saltpond Government District Hospital,District Hospital,Government,5.2045,-1.0561,GPS
Ghana,Central,Praso District Hospital,District Hospital,Government,5.6109,-1.5493,GPS
Ghana,Central,Dunkwa District Hospital,District Hospital,Government,5.9624,-1.7793,GPS
Ghana,Eastern,Tetteh Quarshie Memorial District Hospital,District Hospital,Government,5.9216,-0.1332,GPS
Ghana,Eastern,Nsawam District Hospital,District Hospital,Government,5.8105,-0.3375,GPS
Ghana,Eastern,Enyiresi District Hospital,District Hospital,Government,6.4373,-0.5868,GPS
Ghana,Eastern,New Abirem District Hospital,District Hospital,Government,6.3358,-0.9973,GPS
Ghana,Eastern,Akim Oda District Hospital,District Hospital,Government,5.9279,-0.9853,GPS
Ghana,Eastern,Kyebi Government District Hospital,District Hospital,Government,6.1678,-0.5545,GPS
Ghana,Eastern,Begoro District Hospital,District Hospital,Government,6.3981,-0.3689,GPS
Ghana,Eastern,Kade District Hospital,District Hospital,Government,6.2735,-0.993,GPS
Ghana,Eastern,Donkorkrom Presby District Hospital,District Hospital,FBO,7.0489,-0.0773,GPS
Ghana,Eastern,Atibie Government District Hospital,District Hospital,Government,6.5812,-0.7342,GPS
Ghana,Eastern,Holy Family District Hospital,District Hospital,FBO,6.4756,-0.7724,GPS
Ghana,Eastern,Atua Government District Hospital,District Hospital,Government,6.1193,-0.0019,GPS
Ghana,Eastern,Suhum Government District Hospital,District Hospital,Government,6.0373,-0.4454,GPS
Ghana,Eastern,Asamankese Government District Hospital,District Hospital,Government,5.8546,-0.6789,GPS
Ghana,Greater Accra,Dangme East District Hospital,District Hospital,Government,5.8889,0.5695,GPS
Ghana,Northern,Bole District Hospital,District Hospital,Government,9.0276,-2.4974,GPS
Ghana,Northern,Salaga District Hospital,District Hospital,Government,8.5573,-0.5144,GPS
Ghana,Northern,Baptist Medical Centre District Hospital,District Hospital,FBO,10.5197,-0.3657,GPS
Ghana,Northern,Gushegu District Hospital,District Hospital,Government,9.9281,-0.2149,GPS
Ghana,Northern,Bimbilla District Hospital,District Hospital,Government,8.8576,-0.0556,GPS
Ghana,Northern,Tamale West District Hospital,District Hospital,Government,9.4005,-0.8503,GPS
Ghana,Northern,Damongo District Hospital,District Hospital,FBO,9.063,-1.7987,GPS
Ghana,Northern,Walewale District Hospital,District Hospital,Government,10.3463,-0.8085,GPS
Ghana,Northern,Yendi District Hospital,District Hospital,Government,9.446,-0.004,GPS
Ghana,Upper East,Zebilla District Hospital,District Hospital,Government,10.9362,-0.4735,GPS
Ghana,Upper East,Bongo District Hospital,District Hospital,Government,10.9145,-0.8073,GPS
Ghana,Upper East,Sandema District Hospital,District Hospital,Government,10.7334,-1.2879,GPS
Ghana,Upper East,War Memorial District Hospital,District Hospital,Government,10.883,-1.0853,Combination
Ghana,Upper West,St Joseph's District Hospital,District Hospital,FBO,10.5333,-2.6992,GPS
Ghana,Upper West,Lawra District Hospital,District Hospital,Government,10.6421,-2.8879,Combination
Ghana,Upper West,Nadowli District Hospital,District Hospital,Government,10.3624,-2.6579,GPS
Ghana,Upper West,Tumu District Hospital,District Hospital,Government,10.8776,-1.9865,GPS
Ghana,Volta,Akatsi District Hospital,District Hospital,Government,6.1388,0.809,GPS
Ghana,Volta,Hohoe Government District Hospital,District Hospital,Government,7.1585,0.4724,GPS
Ghana,Volta,Jasikan District Hospital,District Hospital,Government,7.4014,0.4646,Combination
Ghana,Volta,Aflao District Hospital,District Hospital,Government,6.1176,1.1801,GPS
Ghana,Volta,Kpando Margret Marquat District Hospital,District Hospital,FBO,6.9999,0.3031,GPS
Ghana,Volta,Krachi District Hospital,District Hospital,Government,7.7948,-0.0573,GPS
Ghana,Volta,Nkwanta District Hospital,District Hospital,Government,8.2576,0.5084,GPS
Ghana,Volta,Adidome District Hospital,District Hospital,Government,6.0735,0.4981,GPS
Ghana,Volta,Peki Government District Hospital,District Hospital,Government,6.5337,0.2259,GPS
Ghana,Volta,Sogakope District Hospital,District Hospital,Government,6.0077,0.6156,GPS
Ghana,Western,Dixcove District Hospital,District Hospital,Government,4.798,-1.9498,GPS
Ghana,Western,Nana Hima-Dekyi District Hospital,District Hospital,Government,4.8002,-1.95,Google Earth
Ghana,Western,Enchi Government District Hospital,District Hospital,Government,5.8297,-2.8212,GPS
Ghana,Western,Bibiani Government District Hospital,District Hospital,Government,6.4566,-2.3224,GPS
Ghana,Western,Half Assini Government District Hospital,District Hospital,Government,5.0531,-2.8894,GPS
Ghana,Western,Juaboso Government District Hospital,District Hospital,Government,6.3342,-2.8297,GPS
Ghana,Western,Axim Government District Hospital,District Hospital,Government,4.8665,-2.2389,GPS
Ghana,Western,Sefwi Wiawso District Hospital,District Hospital,Government,6.2063,-2.4942,GPS
Ghana,Western,Wassa Akropong Government District Hospital,District Hospital,Government,5.7813,-2.0835,GPS
Kenya,Baringo,Kabarnet District Hospital,District Hospital,Government,0.4926,35.7434,GPS
Kenya,Baringo,Kabartonjo District Hospital,District Hospital,Government,0.6257,35.7892,Other
Kenya,Baringo,Eldama Ravine District Hospital,District Hospital,Government,0.0473,35.7302,GPS
Kenya,Baringo,Chemolingot District Hospital,District Hospital,Government,0.9862,35.9712,Google Earth
Kenya,Bomet,Longisa District Hospital,District Hospital,Government,-0.8579,35.3894,GPS
Kenya,Bungoma,Bungoma County Referral Hospital,District Hospital,Government,0.5755,34.5594,GPS
Kenya,Bungoma,Kimilili District Hospital,District Hospital,Government,0.789,34.7128,GPS
Kenya,Bungoma,Mt Elgon District Hospital,District Hospital,Government,0.845,34.7129,GPS
Kenya,Busia,Sio Port District Hospital,District Hospital,Government,0.2251,34.0213,GPS
Kenya,Busia,Busia District Hospital,District Hospital,Government,0.4604,34.1045,GPS
Kenya,Elgeyo Marakwet,Iten District Hospital,District Hospital,Government,0.6703,35.5075,GPS
Kenya,Elgeyo Marakwet,Chebiemit District Hospital,District Hospital,Government,0.8533,35.5024,Other
Kenya,Embu,Mbeere District Hospital,District Hospital,Government,-0.5769,37.642,Other
Kenya,Embu,Runyenjes District Hospital,District Hospital,Government,-0.4245,37.5706,GPS
Kenya,Garissa,Ijara District Hospital,District Hospital,Government,-1.5957,40.5143,GPS
Kenya,Homa Bay,Homa Bay County Teaching and Referral Hospital,District Hospital,Government,-0.5305,34.4606,GPS
Kenya,Homa Bay,Rachuonyo District Hospital,District Hospital,Government,-0.5031,34.7323,GPS
Kenya,Homa Bay,Mbita District Hospital,District Hospital,Government,-0.4225,34.2082,Google Earth
Kenya,Homa Bay,Suba District Hospital,District Hospital,Government,-0.5888,34.1625,Google Earth
Kenya,Isiolo,Garbatulla District Hospital,District Hospital,Government,0.5348,38.5188,GPS
Kenya,Isiolo,Isiolo District Hospital,District Hospital,Government,0.3648,37.5888,GPS
Kenya,Kajiado,Kajiado District Hospital,District Hospital,Government,-2.9243,37.5049,GPS
Kenya,Kajiado,Loitokitok District Hospital,District Hospital,Government,-2.9277,37.5093,GPS
Kenya,Kakamega,Butere District Hospital,District Hospital,Government,0.2202,34.4992,Google Earth
Kenya,Kakamega,Iguhu District Hospital,District Hospital,Government,0.1661,34.7451,GPS
Kenya,Kakamega,Malava District Hospital,District Hospital,Government,0.4487,34.8539,GPS
Kenya,Kericho,Kapkatet District Hospital,District Hospital,Government,-0.6298,35.1962,Google Earth
Kenya,Kericho,Kericho District Hospital,District Hospital,Government,-0.369,35.2794,GPS
Kenya,Kericho,Londiani District Hospital,District Hospital,Government,-0.1663,35.5924,GPS
Kenya,Kericho,Sigowet Sub-District Hospital,District Hospital,Government,-0.3982,35.0497,GPS
Kenya,Kiambu,Gatundu District Hospital,District Hospital,Government,-1.0157,36.9058,GPS
Kenya,Kiambu,Kiambu District Hospital,District Hospital,Government,-1.1694,36.8299,GPS
Kenya,Kiambu,Tigoni District Hospital,District Hospital,Government,-1.1265,36.6722,GPS
Kenya,Kilifi,Mariakani District Hospital,District Hospital,Government,-3.8567,39.4939,GPS
Kenya,Kilifi,Kilifi District Hospital,District Hospital,Government,-3.6294,39.8582,Google Earth
Kenya,Kilifi,Malindi District Hospital,District Hospital,Government,-3.2165,40.1182,GPS
Kenya,Kirinyaga,Kerugoya District Hospital,District Hospital,Government,-0.5013,37.2805,GPS
Kenya,Kisii,Nyamache District Hospital,District Hospital,Government,-0.8535,34.8281,GPS
Kenya,Kisii,Gucha District Hospital,District Hospital,Government,-0.794,34.7255,GPS
Kenya,Kisii,Kenyenya District Hospital,District Hospital,Government,-0.8863,34.7289,GPS
Kenya,Kisii,Iyabe District Hospital,District Hospital,Government,-0.691,34.6799,GPS
Kenya,Kisii,Marani District Hospital,District Hospital,Government,-0.5781,34.7989,GPS
Kenya,Kisii,Kisii Level 5 Hospital,District Hospital,Government,-0.6682,34.7704,GPS
Kenya,Kisii,Nduru District Hospital,District Hospital,Government,-0.8078,34.6281,Other
Kenya,Kisumu,Kisumu District Hospital,District Hospital,Government,-0.0989,34.7552,GPS
Kenya,Kisumu,Ahero County Hospital,District Hospital,Government,-0.1708,34.9231,GPS
Kenya,Kisumu,Kombewa District Hospital,District Hospital,Government,-0.1012,34.5171,GPS
Kenya,Kitui,Kitui District Hospital,District Hospital,Government,-1.3656,38.0119,GPS
Kenya,Kitui,Kyuso District Hospital,District Hospital,Government,-0.5517,38.218,GPS
Kenya,Kitui,Mwingi District Hospital,District Hospital,Government,-0.9346,38.0608,GPS
Kenya,Kwale,Kinango District Hospital,District Hospital,Government,-4.1399,39.3132,GPS
Kenya,Kwale,Kwale District Hospital,District Hospital,Government,-4.1751,39.456,GPS
Kenya,Kwale,Msambweni District Hospital,District Hospital,Government,-4.4801,39.4708,GPS
Kenya,Laikipia,Nyahururu District Hospital,District Hospital,Government,0.038,36.3595,Google Earth
Kenya,Laikipia,Rumuruti District Hospital,District Hospital,Government,0.0347,36.3638,GPS
Kenya,Laikipia,Nanyuki District Hospital,District Hospital,Government,0.0151,37.0789,GPS
Kenya,Lamu,Lamu District Hospital,District Hospital,Government,-2.2786,40.9068,GPS
Kenya,Machakos,Kangundo District Hospital,District Hospital,Government,-1.2956,37.3454,GPS
Kenya,Machakos,Kathiani District Hospital,District Hospital,Government,-1.4106,37.3277,GPS
Kenya,Machakos,Matuu District Hospital,District Hospital,Government,-1.1483,37.5475,GPS
Kenya,Makueni,Makindu District Hospital,District Hospital,Government,-2.2813,37.8241,GPS
Kenya,Makueni,Makueni District Hospital,District Hospital,Government,-1.781,37.627,GPS
Kenya,Makueni,Matiliku District Hospital,District Hospital,Government,-1.9465,37.535,GPS
Kenya,Makueni,Mbooni District Hospital,District Hospital,Government,-1.6565,37.4532,GPS
Kenya,Mandera,Mandera District Hospital,District Hospital,Government,3.9384,41.8645,GPS
Kenya,Mandera,Elwak District Hospital,District Hospital,Government,2.8055,40.9304,GPS
Kenya,Mandera,Takaba District Hospital,District Hospital,Government,3.3928,40.2257,Google Earth
Kenya,Marsabit,Moyale District Hospital,District Hospital,Government,3.5225,39.05,Other
Kenya,Marsabit,Marsabit District Hospital,District Hospital,Government,2.3239,37.9909,Google Earth
Kenya,Meru,Githongo District Hospital,District Hospital,Government,-0.0025,37.5913,GPS
Kenya,Meru,Meru District Hospital,District Hospital,Government,0.0512,37.6508,GPS
Kenya,Meru,Kanyakine District Hospital,District Hospital,Government,-0.1291,37.6756,Google Earth
Kenya,Meru,Nyambene District Hospital,District Hospital,Government,0.246,37.87,GPS
Kenya,Meru,Miathene District Hospital,District Hospital,Government,0.1509,37.7899,GPS
Kenya,Migori,Kegonga District Hospital,District Hospital,Government,-1.2559,34.6521,GPS
Kenya,Migori,Kuria District Hospital,District Hospital,Government,-1.1801,34.6283,GPS
Kenya,Migori,Rongo District Hospital,District Hospital,Government,-0.7579,34.6031,GPS
Kenya,Migori,Migori District Hospital,District Hospital,Government,-1.0604,34.4763,GPS
Kenya,Mombasa,Port Reitz District Hospital,District Hospital,Government,-4.0393,39.6029,GPS
Kenya,Mombasa,Likoni District Hospital,District Hospital,Government,-4.0852,39.6555,GPS
Kenya,Mombasa,Tudor District Hospital,District Hospital,Government,-4.0399,39.664,Other
Kenya,Murang'a,Murang'a District Hospital,District Hospital,Government,-0.7159,37.1599,GPS
Kenya,Murang'a,Maragua District Hospital,District Hospital,Government,-0.7869,37.1266,GPS
Kenya,Nairobi,Mbagathi District Hospital,District Hospital,Government,-1.3079,36.8022,GPS
Kenya,Nakuru,Bahati District Hospital,District Hospital,Government,-0.1674,36.1232,GPS
Kenya,Nakuru,Molo District Hospital,District Hospital,Government,-0.245,35.7405,GPS
Kenya,Nakuru,Naivasha District Hospital,District Hospital,Government,-0.7163,36.4375,GPS
Kenya,Nandi,Kapsabet District Hospital,District Hospital,Government,0.2032,35.0994,GPS
Kenya,Nandi,Nandi Hills District Hospital,District Hospital,Government,0.1047,35.183,GPS
Kenya,Narok,Transmara District Hospital,District Hospital,Government,-1.0077,34.8818,GPS
Kenya,Narok,Narok District Hospital,District Hospital,Government,-1.0914,35.8707,GPS
Kenya,Narok,Ololulunga District Hospital,District Hospital,Government,-1.0027,35.6647,GPS
Kenya,Nyamira,Manga District Hospital,District Hospital,Government,-0.6132,34.8362,GPS
Kenya,Nyamira,Masaba District Hospital,District Hospital,Government,-0.781,34.9483,Google Earth
Kenya,Nyamira,Nyamira District Hospital,District Hospital,Government,-0.5624,34.9352,GPS
Kenya,Nyandarua,Engineer District Hospital,District Hospital,Government,-0.6078,36.5741,Google Earth
Kenya,Nyeri,Karatina District Hospital,District Hospital,Government,-0.4758,37.1302,GPS
Kenya,Nyeri,Mukurweini District Hospital,District Hospital,Government,-0.5592,37.0446,GPS
Kenya,Nyeri,Mt Kenya District Hospital,District Hospital,Government,-0.4257,36.933,Other
Kenya,Samburu,Maralal District Hospital,District Hospital,Government,1.0963,36.6993,GPS
Kenya,Siaya,Siaya District Hospital,District Hospital,Government,0.0631,34.2839,GPS
Kenya,Siaya,Bondo District Hospital,District Hospital,Government,-0.0902,34.2745,GPS
Kenya,Taita Taveta,Taveta District Hospital,District Hospital,Government,-3.3987,37.6773,GPS
Kenya,Taita Taveta,Voi Moi District Hospital,District Hospital,Government,-3.3909,38.5621,GPS
Kenya,Taita Taveta,Wesu District Hospital,District Hospital,Government,-3.4087,38.3422,GPS
Kenya,Tana River,Bura District Hospital,District Hospital,Government,-1.1945,39.8399,Other
Kenya,Tana River,Hola District Hospital,District Hospital,Government,-1.4988,40.0303,GPS
Kenya,Tana River,Ngao District Hospital,District Hospital,Government,-2.4122,40.2011,GPS
Kenya,Tharaka Nithi,Magutuni District Hospital,District Hospital,Government,-0.2306,37.7361,GPS
Kenya,Tharaka Nithi,Chuka District Hospital,District Hospital,Government,-0.3356,37.6458,GPS
Kenya,Tharaka Nithi,Tharaka District Hospital,District Hospital,Government,-0.1582,37.9753,Google Earth
Kenya,Trans Nzoia,Kapsara District Hospital,District Hospital,Government,1.0919,35.155,GPS
Kenya,Trans Nzoia,Endebess District Hospital,District Hospital,Government,1.0734,34.8569,GPS
Kenya,Trans Nzoia,Kitale District Hospital,District Hospital,Government,1.017,35.0037,GPS
Kenya,Turkana,Lodwar District Hospital,District Hospital,Government,3.1192,35.6013,GPS
Kenya,Turkana,Katilu District Hospital,District Hospital,Government,2.2743,35.4297,Google Earth
Kenya,Uasin Gishu,Huruma District Hospital,District Hospital,Government,0.5295,35.2471,GPS
Kenya,Uasin Gishu,Uasin Gishu District Hospital,District Hospital,Government,0.5206,35.2648,GPS
Kenya,Vihiga,Vihiga District Hosptial,District Hospital,Government,0.0798,34.7221,GPS
Kenya,Wajir,Griftu District Hospital,District Hospital,Government,1.9998,39.7542,GPS
Kenya,Wajir,Wajir County Referral Hospital,District Hospital,Government,1.7476,40.0623,GPS
Kenya,Wajir,Bute District Hospital,District Hospital,Government,3.3738,39.4226,GPS
Kenya,Wajir,Habaswein District Hospital,District Hospital,Government,1.0184,39.4939,GPS
Kenya,West Pokot,Kacheliba District Hospital,District Hospital,Government,1.4901,35.0107,Other
Kenya,West Pokot,Kapenguria District Hospital,District Hospital,Government,1.2401,35.1184,GPS
Malawi,Central,Dedza District Hospital,District Hospital,Government,-14.3836,34.3335,GPS
Malawi,Central,Dowa District Hospital,District Hospital,Government,-13.6551,33.9369,GPS
Malawi,Central,Kasungu District Hospital,District Hospital,Government,-13.0361,33.4805,GPS
Malawi,Central,Mchinji District Hospital,District Hospital,Government,-13.8025,32.8872,GPS
Malawi,Central,Nkhotakota District Hospital,District Hospital,Government,-12.9289,34.2924,GPS
Malawi,Central,Ntcheu District Hospital,District Hospital,Government,-14.8169,34.6383,GPS
Malawi,Central,Ntchisi District Hospital,District Hospital,Government,-13.3633,33.911,GPS
Malawi,Central,Salima District Hospital,District Hospital,Government,-13.7618,34.4218,GPS
Malawi,Northern,Chitipa District Hospital,District Hospital,Government,-9.702,33.2653,GPS
Malawi,Northern,Karonga District Hospital,District Hospital,Government,-9.955,33.9114,GPS
Malawi,Northern,Mzimba District Hospital,District Hospital,Government,-11.8981,33.5843,GPS
Malawi,Northern,Nkhata Bay District Hospital,District Hospital,Government,-11.6014,34.2983,GPS
Malawi,Northern,Rumphi District Hospital,District Hospital,Government,-11.0197,33.8542,GPS
Malawi,Southern,Balaka District Hospital,District Hospital,Government,-14.9851,34.9495,GPS
Malawi,Southern,Chikwawa District Hospital,District Hospital,Government,-16.0235,34.7928,GPS
Malawi,Southern,Chiradzulu District Hospital,District Hospital,Government,-15.6971,35.1876,GPS
Malawi,Southern,Machinga District Hospital,District Hospital,Government,-15.0622,35.2261,GPS
Malawi,Southern,Mangochi District Hospital,District Hospital,Government,-14.4819,35.2647,GPS
Malawi,Southern,Mulanje District Hospital,District Hospital,Government,-16.0256,35.5075,GPS
Malawi,Southern,Mwanza District Hospital,District Hospital,Government,-15.5911,34.5113,GPS
Malawi,Southern,Nsanje District Hospital,District Hospital,Government,-16.9177,35.2599,GPS
Malawi,Southern,Thyolo District Hospital,District Hospital,Government,-16.0702,35.1522,GPS
Mozambique,Inhambane,Massinga District Hospital,District Hospital,Government,-23.33,35.38,Other
Mozambique,Inhambane,Quissico District Hospital,District Hospital,Government,-24.71,34.44,Other
Mozambique,Manica,Catandica District Hospital,District Hospital,Government,-18.05,33.17,Geonames
Mozambique,Manica,Manica District Hospital,District Hospital,Government,-18.94,32.88,GPS
Mozambique,Manica,Espungabera District Hospital,District Hospital,Government,-20.45,32.77,GPS
Mozambique,Maputo,Manhiça District Hospital,District Hospital,Government,-25.4,32.81,Other
Mozambique,Nampula,Alúa District Hospital,District Hospital,Government,-13.92,39.91,Geonames
Mozambique,Nampula,Moma District Hospital,District Hospital,Government,-16.75,39.22,GPS
Mozambique,Nampula,Nacala Porto District Hospital,District Hospital,Government,-14.4909,40.7336,Other
Mozambique,Niassa,Marrupa District Hospital,District Hospital,Government,-13.2,37.5,GPS
Mozambique,Sofala,Buzi District Hospital,District Hospital,Government,-19.89,34.59,Other
Mozambique,Sofala,Caia District Hospital,District Hospital,Government,-17.83,35.34,GPS
Mozambique,Tete,Zumbo District Hospital,District Hospital,Government,-15.62,30.45,GPS
Mozambique,Zambezia,Gile District Hospital,District Hospital,Government,-16.15,38.37,Geonames
Mozambique,Zambezia,Maganja Da Costa District Hospital,District Hospital,Government,-17.31,37.51,Geonames
Mozambique,Zambezia,Mocuba District Hospital,District Hospital,Government,-16.8406,36.99,GPS
Mozambique,Zambezia,Morrumbala District Hospital,District Hospital,Government,-16.9,35.74,GPS
Namibia,Ohangwena,Eenhana District Hospital,District Hospital,Government,-17.4839,16.3278,GPS
Namibia,Ohangwena,Engela District Hospital,District Hospital,Government,-17.4494,15.8672,GPS
Namibia,Ohangwena,Okongo District Hospital,District Hospital,Government,-17.4878,17.2022,GPS
Nigeria,Edo,Uneme-Osu District Hospital,District Hospital,Government,7.3539,6.2353,GPS
Nigeria,Edo,Iduwele Ewu District Hospital,District Hospital,Government,6.8022,6.2418,Combination
Nigeria,Edo,Usugbenu District Hospital,District Hospital,Government,6.7387,6.2218,Combination
Nigeria,Edo,Anegbette District Hospital,District Hospital,Government,6.8345,6.5849,GPS
Nigeria,Edo,Apana District Hospital,District Hospital,Government,7.1398,6.3872,GPS
Nigeria,Edo,Ekiadolor District Hospital,District Hospital,Government,6.4943,5.5854,GPS
Nigeria,Edo,Otuo District Hospital,District Hospital,Government,7.2036,6.0009,Combination
Nigeria,Edo,Egba District Hospital,District Hospital,Government,6.4961,5.7503,GPS
Nigeria,Enugu,Awgu District Hospital,District Hospital,Government,6.0742,7.4786,Other
Nigeria,Enugu,Enugu Ezike District Hospital,District Hospital,Government,6.984,7.455,GPS
Nigeria,Enugu,Ikem District Hospital,District Hospital,Government,6.779,7.7169,Other
Nigeria,Enugu,Agbani District Hospital,District Hospital,Government,6.3079,7.5519,Other
Nigeria,Enugu,Nsukka District Hospital,District Hospital,Government,6.8561,7.3927,Other
